"","price","type.residential","no.beds","size.sq.meter","apart.area.name","area.name","category"
"1999",90000,"Apartment","1 ",654," Belgravia"," Jumeirah Village Circle","Featured"
"2000",27000,"Apartment","1 ",587," Queue Point"," Dubai Land","Featured"
"2001",160000,"Apartment","2 ",1140," EMAAR Beachfront"," Dubai Harbour","Featured"
"2002",370000,"Apartment","3 ",1956," Vida Residence"," The Hills","Featured"
"2003",70000,"Apartment","1 ",639," Lake Almas West"," Jumeirah Lake Towers","Featured"
"2004",1e+05,"Apartment","1 ",724,"Damac Heights"," Dubai Marina","Featured"
"2005",170000,"Apartment","1 ",1024,"Building 14"," City Walk","Featured"
"2006",180000,"Apartment","1 ",899," EMAAR Beachfront"," Dubai Harbour","Featured"
"2007",70000,"Apartment","1 ",746,"Yacht Bay"," Dubai Marina","Featured"
"2008",90000,"Apartment","1 ",774,"Burj Al Salam"," Sheikh Zayed Road","Featured"
"2009",220000,"Apartment","1 ",1051," The Address Sky View Towers"," Downtown Dubai","Featured"
"2010",50000,"Apartment","1 ",699,"Starz by Danube"," Al Furjan","Featured"
"2011",60000,"Apartment","2 ",1111," The Imperial Residence"," Jumeirah Village Triangle","Featured"
"2012",95000,"Apartment","1 ",768," Al Sahab"," Dubai Marina","Featured"
"2013",190000,"Apartment","2 ",2699,"FIVE at Jumeirah Village Circle"," Jumeirah Village Circle","Featured"
"2014",249990,"Apartment","3 ",2380," The Residences"," Downtown Dubai","Featured"
"2015",229990,"Apartment","3 ",1790,"5242"," Dubai Marina","Featured"
"2016",285000,"Apartment","2 ",1333," The Address Residence Fountain Views"," Downtown Dubai","Featured"
"2017",90000,"Apartment","2 ",1323," The Drive"," DAMAC Hills","Featured"
"2018",180000,"Apartment","1 ",1300,"Limestone House"," DIFC","Featured"
"2019",30000,"Apartment","studio ",405," The Drive"," DAMAC Hills","Featured"
"2020",385000,"Apartment","2 ",1699," The Address Sky View Towers"," Downtown Dubai","Featured"
"2021",90000,"Apartment","2 ",1126,"Binghatti Mirage"," Jumeirah Village Circle","Featured"
"2022",130000,"Apartment","3 ",1797," Saba Towers"," Jumeirah Lake Towers","Featured"
"2023",85000,"Apartment","1 ",763,"Signature Livings"," Jumeirah Village Circle","Featured"
"2024",120000,"Apartment","1 ",690," Marina Gate"," Dubai Marina","Featured"
"2025",250000,"Apartment","2 ",1541," Vida Residence"," The Hills","Featured"
"2026",240000,"Apartment","2 ",1526," Vida Residence"," The Hills","Featured"
"2027",60000,"Apartment","2 ",1162," The Imperial Residence"," Jumeirah Village Triangle","Featured"
"2028",150000,"Apartment","1 ",880,"The Address Dubai Marina"," Dubai Marina","Featured"
"2029",105000,"Apartment","1 ",951,"Damac Heights"," Dubai Marina","Featured"
"2030",140000,"Apartment","2 ",1293," Rimal"," Jumeirah Beach Residence","Featured"
"2031",120000,"Apartment","2 ",1456,"Marina Crown"," Dubai Marina","Featured"
"2032",99000,"Apartment","2 ",1739," DEC Towers"," Dubai Marina","Featured"
"2033",420000,"Apartment","3 ",2769,"FIVE Palm Jumeirah"," Palm Jumeirah","Featured"
"2034",194999,"Apartment","3 ",1839,"The cove"," Dubai Creek Harbour (The Lagoons)","Featured"
"2035",75000,"Apartment","2 ",805," Sobha Hartland"," Mohammed Bin Rashid City","Featured"
"2036",180000,"Apartment","1 ",852," The Address Residence Fountain Views"," Downtown Dubai","Featured"
"2037",78000,"Apartment","2 ",1996," Emirates Gardens 1"," Jumeirah Village Circle","Featured"
"2038",144500,"Apartment","1 ",929,"Banyan Tree Residences Hillside Dubai"," Jumeirah Lake Towers","Featured"
"2039",155000,"Apartment","1 ",626," The Address Jumeirah Resort and Spa"," Jumeirah Beach Residence","Featured"
"2040",135000,"Apartment","2 ",1368," Al Habtoor City"," Business Bay","Featured"
"2041",105000,"Apartment","2 ",1200,"Marina Heights"," Dubai Marina","Featured"
"2042",68000,"Apartment","studio ",535," Silverene"," Dubai Marina","Featured"
"2043",85000,"Apartment","2 ",977," Lake Allure"," Jumeirah Lake Towers","Featured"
"2044",850000,"Apartment","3 ",2105," Bluewaters Residences"," Bluewaters","Featured"
"2045",2e+05,"Apartment","2 ",1560," South Ridge"," Downtown Dubai","Featured"
"2046",450000,"Apartment","3 ",2437," The Address Sky View Towers"," Downtown Dubai","Featured"
"2047",35000,"Apartment","studio ",442," District 18"," Jumeirah Village Circle","Featured"
"2048",295000,"Apartment","2 ",1445," The Address Residence Fountain Views"," Downtown Dubai","Featured"
"2049",35000,"Apartment","studio ",478,"Vincitore Boulevard"," Arjan","Featured"
"2050",3e+05,"Apartment","2 ",1355," The Address Residence Fountain Views"," Downtown Dubai","Featured"
"2051",250000,"Apartment","3 ",1798,"Downtown Views"," Downtown Dubai","Featured"
"2052",43000,"Apartment","1 ",614,"Binghatti Mirage"," Jumeirah Village Circle","Featured"
"2053",124999,"Apartment","1 ",1142,"Azure Residences"," Palm Jumeirah","Featured"
"2054",160000,"Apartment","2 ",1275," La Mer"," Jumeirah","Featured"
"2055",132000,"Apartment","1 ",753," Claren Towers"," Downtown Dubai","Featured"
"2056",65000,"Apartment","1 ",846," Lake Allure"," Jumeirah Lake Towers","Featured"
"2057",64990,"Apartment","studio ",433,"MAG 318"," Business Bay","Featured"
"2058",55000,"Apartment","2 ",1300,"Sunrise Building"," Dubai Silicon Oasis","Featured"
"2059",219999,"Apartment","3 ",1746,"The cove"," Dubai Creek Harbour (The Lagoons)","Featured"
"2060",44000,"Apartment","studio ",541," Capital Bay"," Business Bay","Featured"
"2061",56999,"Apartment","1 ",831," District 18"," Jumeirah Village Circle","Featured"
"2062",60000,"Apartment","1 ",936," Avenue Residence"," Al Furjan","Featured"
"2063",75000,"Apartment","1 ",860,"Bay's Edge"," Business Bay","Featured"
"2064",470000,"Apartment","3 ",2021," The Address Sky View Towers"," Downtown Dubai","Featured"
"2065",45000,"Apartment","1 ",795,"The Spirit"," Dubai Sports City","Featured"
"2066",4e+05,"Apartment","2 ",1847,"The Address Downtown Hotel"," Downtown Dubai","Featured"
"2067",89999,"Apartment","1 ",885," Burj Khalifa Area"," Downtown Dubai","Featured"
"2068",54990,"Apartment","studio ",372,"DAMAC Maison Privé"," Business Bay","Featured"
"2069",80000,"Apartment","1 ",847,"Millennium Binghatti Residences"," Business Bay","Featured"
"2070",240000,"Apartment","2 ",1639," Burj Khalifa Area"," Downtown Dubai","Featured"
"2071",135000,"Apartment","2 ",1139,"5242"," Dubai Marina","Featured"
"2072",120000,"Apartment","2 ",1260,"The cove"," Dubai Creek Harbour (The Lagoons)","Featured"
"2073",72000,"Apartment","1 ",833," Belgravia"," Jumeirah Village Circle","Featured"
"2074",160000,"Apartment","2 ",1455," DAMAC Towers by Paramount"," Business Bay","Featured"
"2075",229990,"Apartment","2 ",1547," Burj Khalifa Area"," Downtown Dubai","Featured"
"2076",375000,"Apartment","3 ",1980,"Vida Residence Downtown"," Downtown Dubai","Featured"
"2077",28000,"Apartment","studio ",408,"Hera Tower"," Dubai Sports City","Featured"
"2078",38000,"Apartment","studio ",423,"Oxford Boulevard"," Jumeirah Village Circle","Featured"
"2079",88000,"Apartment","1 ",775," Marina Quays"," Dubai Marina","Featured"
"2080",145000,"Apartment","2 ",1220," 29 Burj Boulevard"," Downtown Dubai","Featured"
"2081",42999,"Apartment","studio ",436," Executive Bay"," Business Bay","Featured"
"2082",195000,"Apartment","1 ",840," The Address Residence Fountain Views"," Downtown Dubai","Featured"
"2083",NA,"Apartment","3 ",1788," Mankhool"," Bur Dubai","Featured"
"2084",4e+05,"Apartment","3 ",1811," Burj Khalifa Area"," Downtown Dubai","Featured"
"2085",155000,"Apartment","3 ",1642," Creekside 18"," Dubai Creek Harbour (The Lagoons)","Featured"
"2086",250000,"Apartment","3 ",1892," South Ridge"," Downtown Dubai","Featured"
"2087",NA,"Apartment","studio ",414,"Starz by Danube"," Al Furjan","Featured"
"2088",180000,"Apartment","2 ",1337,"Damac Heights"," Dubai Marina","Featured"
"2089",135000,"Apartment","3 ",1800," Sadaf"," Jumeirah Beach Residence","Featured"
"2090",48000,"Apartment","1 ",494," Sobha Hartland"," Mohammed Bin Rashid City","Featured"
"2091",50000,"Apartment","1 ",926,"The Medalist"," Dubai Sports City","Featured"
"2092",126000,"Apartment","1 ",668,"5242"," Dubai Marina","Featured"
"2093",105000,"Apartment","1 ",693,"5242"," Dubai Marina","Featured"
"2094",70000,"Apartment","1 ",943," Sherlock House"," Motor City","Featured"
"2095",44999,"Apartment","2 ",1236," The Pulse"," Dubai South (Dubai World Central)","Featured"
"2096",75000,"Apartment","1 ",1030," The Waves"," Dubai Marina","Featured"
"2097",55000,"Apartment","1 ",837," Golf Vista"," DAMAC Hills","Featured"
"2098",NA,"Apartment","3 ",1685," Mankhool"," Bur Dubai","Featured"
"2099",115000,"Apartment","1 ",733," EMAAR Beachfront"," Dubai Harbour","Featured"
"2100",60000,"Apartment","2 ",1300,"Al Warsan Building"," Barsha Heights (Tecom)","Featured"
"2101",26000,"Apartment","studio ",431,"Viridis Residence and Hotel Apartments"," Damac Hills 2","Featured"
"2102",55000,"Apartment","1 ",778,"Clayton Residency"," Business Bay","Featured"
"2103",125000,"Apartment","2 ",1559,"Dubai Creek Residence Tower 2 North"," Dubai Creek Harbour (The Lagoons)","Featured"
"2104",110000,"Apartment","2 ",1378,"Millennium Binghatti Residences"," Business Bay","Featured"
"2105",32000,"Apartment","studio ",391,"Azizi Star"," Al Furjan","Featured"
"2106",120000,"Apartment","2 ",1241," The Lofts"," Downtown Dubai","Featured"
"2107",150000,"Apartment","2 ",1122,"5242"," Dubai Marina","Featured"
"2108",120000,"Apartment","2 ",1678,"Dubai Creek Residence Tower 3 North"," Dubai Creek Harbour (The Lagoons)","Featured"
"2109",85000,"Apartment","studio ",654,"SLS Dubai Hotel & Residences"," Business Bay","Featured"
"2110",53000,"Apartment","2 ",1062,"The Diamond"," Dubai Sports City","Featured"
"2111",145000,"Apartment","1 ",811," EMAAR Beachfront"," Dubai Harbour","Featured"
"2112",138000,"Apartment","2 ",1030," 29 Burj Boulevard"," Downtown Dubai","Featured"
"2113",39999,"Apartment","studio ",471,"Park View Tower"," Jumeirah Village Circle","Featured"
"2114",NA,"Apartment","3 ",1788," Mankhool"," Bur Dubai","Featured"
"2115",29950,"Apartment","studio ",461,"Pantheon Elysee"," Jumeirah Village Circle","Featured"
"2116",105000,"Apartment","1 ",958," Marina Promenade"," Dubai Marina","Featured"
"2117",175000,"Apartment","3 ",2165,"Burj Al Salam"," Sheikh Zayed Road","Featured"
"2118",35000,"Apartment","1 ",865," Queue Point"," Dubai Land","Featured"
"2119",110000,"Apartment","1 ",1088,"D1 Tower"," Culture Village","Featured"
"2120",210000,"Apartment","2 ",1206," La Mer"," Jumeirah","Featured"
"2121",220000,"Apartment","3 ",2140," Shoreline Apartments"," Palm Jumeirah","Featured"
"2122",43999,"Apartment","studio ",495," Capital Bay"," Business Bay","Featured"
"2123",195000,"Apartment","2 ",1630," The Residences"," Downtown Dubai","Featured"
"2124",75000,"Apartment","1 ",892,"The Atria"," Business Bay","Featured"
"2125",80000,"Apartment","2 ",1436," Azizi Residence"," Al Furjan","Featured"
"2126",210000,"Apartment","2 ",1716," Burj Khalifa Area"," Downtown Dubai","Featured"
"2127",34000,"Apartment","studio ",448," District 18"," Jumeirah Village Circle","Featured"
"2128",109000,"Apartment","1 ",909," Park Island"," Dubai Marina","Featured"
"2129",220000,"Apartment","2 ",1367," Marina Quays"," Dubai Marina","Featured"
"2130",65000,"Apartment","studio ",561,"D1 Tower"," Culture Village","Featured"
"2131",229990,"Apartment","3 ",1790,"5242"," Dubai Marina","Featured"
"2132",120000,"Apartment","2 ",1330,"Elite Residence"," Dubai Marina","Featured"
"2133",235000,"Apartment","3 ",1784," The Hills C"," The Hills","Featured"
"2134",NA,"Apartment","3 ",2400," Mankhool"," Bur Dubai","Featured"
"2135",210000,"Apartment","2 ",1140," EMAAR Beachfront"," Dubai Harbour","Featured"
"2136",36000,"Apartment","studio ",416," Al Barsha South"," Al Barsha","Featured"
"2137",220000,"Apartment","2 ",1381," EMAAR Beachfront"," Dubai Harbour","Featured"
"2138",75000,"Apartment","2 ",1687,"Global Golf Residences 2"," Dubai Sports City","Featured"
"2139",70000,"Apartment","studio ",700,"Cayan Tower"," Dubai Marina","Featured"
"2140",170000,"Apartment","2 ",2046," Marina Residences"," Palm Jumeirah","Featured"
"2141",285000,"Apartment","2 ",1452," The Address Residence Fountain Views"," Downtown Dubai","Featured"
"2142",1300000,"Apartment","4 ",2468," Bluewaters Residences"," Bluewaters","Featured"
"2143",85000,"Apartment","1 ",1007,"Marina Heights"," Dubai Marina","Featured"
"2144",106000,"Apartment","1 ",971," Zanzebeel"," Old Town","Featured"
"2145",550000,"Apartment","3 ",1927," The Address Jumeirah Resort and Spa"," Jumeirah Beach Residence","Featured"
"2146",240000,"Apartment","4 ",2763," Sadaf"," Jumeirah Beach Residence","Featured"
"2147",59999,"Apartment","1 ",737,"Chaimaa Avenue Residences"," Jumeirah Village Circle","Featured"
"2148",260000,"Apartment","3 ",2379," The Residences"," Downtown Dubai","Featured"
"2149",189999,"Apartment","3 ",1631,"Ocean Heights"," Dubai Marina","Featured"
"2150",54999,"Apartment","1 ",1056,"Oxford Residence 2"," Jumeirah Village Circle","Featured"
"2151",75000,"Apartment","1 ",738,"The cove"," Dubai Creek Harbour (The Lagoons)","Featured"
"2152",149999,"Apartment","2 ",1950," Shoreline Apartments"," Palm Jumeirah","Featured"
"2153",5e+05,"Apartment","3 ",2303," The Address Residence Fountain Views"," Downtown Dubai","Featured"
"2154",NA,"Apartment","studio ",380," Azizi Residence"," Al Furjan","Featured"
"2155",45000,"Apartment","studio ",472,"Park View Tower"," Jumeirah Village Circle","Featured"
"2156",180000,"Apartment","3 ",1621,"Ocean Heights"," Dubai Marina","Featured"
"2157",75000,"Apartment","1 ",741,"Burj Al Salam"," Sheikh Zayed Road","Featured"
"2158",130000,"Apartment","1 ",797," District One"," Mohammed Bin Rashid City","Featured"
"2159",99000,"Apartment","1 ",714,"Cayan Tower"," Dubai Marina","Featured"
"2160",144000,"Apartment","1 ",686,"5242"," Dubai Marina","Featured"
"2161",148000,"Apartment","2 ",2022,"Burj Daman"," DIFC","Featured"
"2162",1e+05,"Apartment","1 ",830,"Botanica Tower"," Dubai Marina","Featured"
"2163",96000,"Apartment","1 ",774," The Lofts"," Downtown Dubai","Featured"
"2164",36000,"Apartment","studio ",503,"Rigel"," Jumeirah Village Circle","Featured"
"2165",145000,"Apartment","1 ",1096," Burj Khalifa Area"," Downtown Dubai","Featured"
"2166",35000,"Apartment","studio ",493," Mediterranean Cluster"," Discovery Gardens","Featured"
"2167",190000,"Apartment","2 ",1393," EMAAR Beachfront"," Dubai Harbour","Featured"
"2168",66000,"Apartment","1 ",805,"Rigel"," Jumeirah Village Circle","Featured"
"2169",150000,"Apartment","2 ",966,"MAG 318"," Business Bay","Featured"
"2170",95000,"Apartment","1 ",750," Shoreline Apartments"," Palm Jumeirah","Featured"
"2171",80000,"Apartment","1 ",638," Bay Central"," Dubai Marina","Featured"
"2172",220000,"Apartment","3 ",1741,"The cove"," Dubai Creek Harbour (The Lagoons)","Featured"
"2173",250000,"Apartment","3 ",2224," Shoreline Apartments"," Palm Jumeirah","Featured"
"2174",60000,"Apartment","1 ",736," Diamond Views"," Jumeirah Village Circle","Featured"
"2175",250000,"Apartment","3 ",2143,"5242"," Dubai Marina","Featured"
"2176",480000,"Apartment","3 ",2021," The Address Sky View Towers"," Downtown Dubai","Featured"
"2177",95000,"Apartment","1 ",823," La Mer"," Jumeirah","Featured"
"2178",35000,"Apartment","studio ",410,"Bloom Towers"," Jumeirah Village Circle","Featured"
"2179",220000,"Apartment","2 ",2098," Kingdom of Sheba"," Palm Jumeirah","Featured"
"2180",430000,"Apartment","3 ",2427," The Address Sky View Towers"," Downtown Dubai","Featured"
"2181",90000,"Apartment","1 ",751,"MBL Residences"," Jumeirah Lake Towers","Featured"
"2182",550000,"Apartment","3 ",2427," The Address Sky View Towers"," Downtown Dubai","Featured"
"2183",82000,"Apartment","2 ",898," Sobha Hartland"," Mohammed Bin Rashid City","Featured"
"2184",75000,"Apartment","1 ",901,"Park View Tower"," Jumeirah Village Circle","Featured"
"2185",75000,"Apartment","1 ",833," Belgravia"," Jumeirah Village Circle","Featured"
"2186",420000,"Apartment","2 ",2212,"1 JBR"," Jumeirah Beach Residence","Featured"
"2187",29999,"Apartment","studio ",405," The Drive"," DAMAC Hills","Featured"
"2188",30000,"Apartment","studio ",405,"Lawnz by Danube"," International City","Featured"
"2189",90000,"Apartment","2 ",1181,"Harbour Views 1"," Dubai Creek Harbour (The Lagoons)","Featured"
"2190",194999,"Apartment","1 ",977," Marina Gate"," Dubai Marina","Featured"
"2191",182500,"Apartment","2 ",1394," EMAAR Beachfront"," Dubai Harbour","Featured"
"2192",295000,"Apartment","2 ",1298,"Vida Residence Downtown"," Downtown Dubai","Featured"
"2193",72000,"Apartment","1 ",833," Belgravia"," Jumeirah Village Circle","Featured"
"2194",90000,"Apartment","3 ",1800," Al Nahda 1"," Al Nahda","Featured"
"2195",174990,"Apartment","2 ",1639," BLVD Heights"," Downtown Dubai","Featured"
"2196",160000,"Apartment","2 ",1464," Murjan"," Jumeirah Beach Residence","Featured"
"2197",38000,"Apartment","1 ",840,"Paradise View 2"," Majan","Featured"
"2198",NA,"Apartment","1 ",656,"Al Kifaf Apartments"," Karama","Featured"
"2199",29999,"Apartment","studio ",609,"Lincoln Park"," Arjan","Featured"
"2200",72000,"Apartment","studio ",713," Murjan"," Jumeirah Beach Residence","Featured"
"2201",320000,"Apartment","1 ",1178," Bluewaters Residences"," Bluewaters","Featured"
"2202",55000,"Apartment","studio ",420,"Oxford Boulevard"," Jumeirah Village Circle","Featured"
"2203",39000,"Apartment","studio ",419,"Crystal Residence"," Jumeirah Village Circle","Featured"
"2204",170000,"Apartment","3 ",1780,"The Residences at Business Central"," Business Bay","Featured"
"2205",45000,"Apartment","1 ",649,"Binghatti Gate"," Jumeirah Village Circle","Featured"
"2206",45000,"Apartment","studio ",638," DEC Towers"," Dubai Marina","Featured"
"2207",36000,"Apartment","studio ",511,"Vincitore Boulevard"," Arjan","Featured"
"2208",215000,"Apartment","2 ",1717," Burj Khalifa Area"," Downtown Dubai","Featured"
"2209",220000,"Apartment","1 ",1073,"SLS Dubai Hotel & Residences"," Business Bay","Featured"
"2210",140000,"Apartment","1 ",882,"Downtown Views"," Downtown Dubai","Featured"
"2211",80000,"Apartment","1 ",886,"The Torch"," Dubai Marina","Featured"
"2212",72000,"Apartment","1 ",803," Meydan Avenue"," Meydan","Featured"
